Complaint Year,Month,Patrol Borough Name,County,Offense Description,Bias Motive Description,Offense Category,General Offense Description
2021,6,PATROL BORO QUEENS NORTH,QUEENS,ASSAULT 3 & RELATED OFFENSES,ANTI-TRANSGENDER,Gender,ASSAULT 3 & RELATED OFFENSES
2021,5,PATROL BORO QUEENS SOUTH,QUEENS,FELONY ASSAULT,ANTI-WHITE,Race/Color,FELONY ASSAULT
2021,7,PATROL BORO QUEENS NORTH,QUEENS,FELONY ASSAULT,ANTI-GENDER NON-CONFORMING,Gender,FELONY ASSAULT
2021,5,PATROL BORO QUEENS SOUTH,QUEENS,ROBBERY,ANTI-ASIAN,Race/Color,ROBBERY/BURGLARY
2021,7,PATROL BORO QUEENS SOUTH,QUEENS,FELONY ASSAULT,ANTI-ASIAN,Race/Color,FELONY ASSAULT
2021,6,PATROL BORO QUEENS SOUTH,QUEENS,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,7,PATROL BORO QUEENS SOUTH,QUEENS,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,7,PATROL BORO QUEENS NORTH,QUEENS,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,6,PATROL BORO QUEENS SOUTH,QUEENS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-MUSLIM,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2021,6,PATROL BORO QUEENS SOUTH,QUEENS,OFF. AGNST PUB ORD SENSBLTY &,ANTI-MUSLIM,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2021,6,PATROL BORO QUEENS SOUTH,QUEENS,ASSAULT 3 & RELATED OFFENSES,ANTI-MUSLIM,Religion/Religious Practice,ASSAULT 3 & RELATED OFFENSES
2021,7,PATROL BORO QUEENS SOUTH,QUEENS,ASSAULT 3 & RELATED OFFENSES,ANTI-MUSLIM,Religion/Religious Practice,ASSAULT 3 & RELATED OFFENSES
2021,8,PATROL BORO QUEENS NORTH,QUEENS,ASSAULT 3 & RELATED OFFENSES,ANTI-WHITE,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,7,PATROL BORO QUEENS NORTH,QUEENS,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2021,7,PATROL BORO QUEENS NORTH,QUEENS,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2021,7,PATROL BORO QUEENS NORTH,QUEENS,ASSAULT 3 & RELATED OFFENSES,ANTI-TRANSGENDER,Gender,ASSAULT 3 & RELATED OFFENSES
2021,7,PATROL BORO QUEENS NORTH,QUEENS,CRIMINAL MISCHIEF & RELATED OF,ANTI-CATHOLIC,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2021,2,PATROL BORO QUEENS SOUTH,QUEENS,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2020,7,PATROL BORO STATEN ISLAND,RICHMOND,ASSAULT 3 & RELATED OFFENSES,ANTI-BLACK,Race/Color,ASSAULT 3 & RELATED OFFENSES
2020,7,PATROL BORO STATEN ISLAND,RICHMOND,ASSAULT 3 & RELATED OFFENSES,ANTI-WHITE,Race/Color,ASSAULT 3 & RELATED OFFENSES
2020,7,PATROL BORO STATEN ISLAND,RICHMOND,ASSAULT 3 & RELATED OFFENSES,ANTI-WHITE,Race/Color,ASSAULT 3 & RELATED OFFENSES
2020,7,PATROL BORO STATEN ISLAND,RICHMOND,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2020,8,PATROL BORO STATEN ISLAND,RICHMOND,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2021,3,PATROL BORO STATEN ISLAND,RICHMOND,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2021,3,PATROL BORO STATEN ISLAND,RICHMOND,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2021,2,PATROL BORO STATEN ISLAND,RICHMOND,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2020,3,PATROL BORO STATEN ISLAND,RICHMOND,MISCELLANEOUS PENAL LAW,ANTI-BLACK,Unclassified,MISCELLANEOUS PENAL LAW
2020,8,PATROL BORO STATEN ISLAND,RICHMOND,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2020,9,PATROL BORO STATEN ISLAND,RICHMOND,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2020,9,PATROL BORO STATEN ISLAND,RICHMOND,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2021,6,PATROL BORO STATEN ISLAND,RICHMOND,ASSAULT 3 & RELATED OFFENSES,ANTI-ASIAN,Race/Color,ASSAULT 3 & RELATED OFFENSES
2021,6,PATROL BORO STATEN ISLAND,RICHMOND,FELONY ASSAULT,ANTI-BLACK,Race/Color,FELONY ASSAULT
2021,6,PATROL BORO STATEN ISLAND,RICHMOND,FELONY ASSAULT,ANTI-BLACK,Race/Color,FELONY ASSAULT
2021,6,PATROL BORO STATEN ISLAND,RICHMOND,FELONY ASSAULT,ANTI-BLACK,Race/Color,FELONY ASSAULT
2021,4,PATROL BORO STATEN ISLAND,RICHMOND,CRIMINAL MISCHIEF & RELATED OF,ANTI-CATHOLIC,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,1,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,1,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,2,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,2,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,3,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,3,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,CRIMINAL MISCHIEF & RELATED OF
2019,5,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2019,6,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,OFF. AGNST PUB ORD SENSBLTY &
2019,8,PATROL BORO MAN SOUTH,NEW YORK,FELONY ASSAULT,ANTI-WHITE,Race/Color,FELONY ASSAULT
2019,11,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,12,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2019,1,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2019,4,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,7,PATROL BORO MAN SOUTH,NEW YORK,FELONY ASSAULT,ANTI-TRANSGENDER,Gender,FELONY ASSAULT
2019,3,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,6,PATROL BORO MAN SOUTH,NEW YORK,ROBBERY,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ROBBERY/BURGLARY
2019,8,PATROL BORO MAN SOUTH,NEW YORK,FELONY ASSAULT,ANTI-WHITE,Race/Color,FELONY ASSAULT
2019,2,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,3,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,5,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-RELIGION/RELIGIOUS PRACTICE,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,8,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-RELIGION/RELIGIOUS PRACTICE,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2019,8,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,10,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,12,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,3,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2019,9,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,8,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-MALE HOMOSEXUAL (GAY),Unclassified,CRIMINAL MISCHIEF & RELATED OF
2019,1,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,2,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,10,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,12,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2019,12,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,1,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,CRIMINAL MISCHIEF & RELATED OF
2019,2,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,3,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2019,6,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,CRIMINAL MISCHIEF & RELATED OF
2019,7,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,CRIMINAL MISCHIEF & RELATED OF
2019,9,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,10,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,CRIMINAL MISCHIEF & RELATED OF
2019,11,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,MISCELLANEOUS PENAL LAW
2019,12,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2019,12,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MISCELLANEOUS PENAL LAW
2019,1,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2019,5,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-LGBT (MIXED GROUP),Sexual Orientation,OFF. AGNST PUB ORD SENSBLTY &
2019,5,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2019,7,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-LGBT (MIXED GROUP),Sexual Orientation,CRIMINAL MISCHIEF & RELATED OF
2019,7,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-LGBT (MIXED GROUP),Sexual Orientation,CRIMINAL MISCHIEF & RELATED OF
2019,8,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-WHITE,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2019,8,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-WHITE,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2019,10,PATROL BORO MAN SOUTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,11,PATROL BORO MAN SOUTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2019,1,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-BLACK,Unclassified,OFF. AGNST PUB ORD SENSBLTY &
2019,3,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,3,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2019,4,PATROL BORO MAN SOUTH,NEW YORK,ROBBERY,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ROBBERY/BURGLARY
2019,8,PATROL BORO MAN SOUTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,OFF. AGNST PUB ORD SENSBLTY &
2019,8,PATROL BORO MAN SOUTH,NEW YORK,HARRASSMENT 2,ANTI-WHITE,Race/Color,HARRASSMENT 2
2019,9,PATROL BORO MAN SOUTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,3,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,3,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,3,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,3,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,3,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,3,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2019,3,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2019,4,PATROL BORO MAN NORTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-BLACK,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2019,4,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-BLACK,Race/Color,MISCELLANEOUS PENAL LAW
2019,4,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,5,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,7,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-PHYSICAL DISABILITY,Other,MISCELLANEOUS PENAL LAW
2019,10,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,10,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-BLACK,Race/Color,MISCELLANEOUS PENAL LAW
2019,1,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,1,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,3,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,4,PATROL BORO MAN NORTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2019,12,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,10,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,3,PATROL BORO MAN NORTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,ASSAULT 3 & RELATED OFFENSES
2019,11,PATROL BORO MAN NORTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,OFF. AGNST PUB ORD SENSBLTY &
2019,3,PATROL BORO MAN NORTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-WHITE,Race/Color,ASSAULT 3 & RELATED OFFENSES
2019,5,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,11,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,12,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Unclassified,MISCELLANEOUS PENAL LAW
2019,12,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,9,PATROL BORO MAN NORTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-WHITE,Race/Color,ASSAULT 3 & RELATED OFFENSES
2019,10,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,2,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,MISCELLANEOUS PENAL LAW
2019,2,PATROL BORO MAN NORTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,ASSAULT 3 & RELATED OFFENSES
2019,3,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,3,PATROL BORO MAN NORTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-WHITE,Race/Color,ASSAULT 3 & RELATED OFFENSES
2019,7,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2019,2,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,CRIMINAL MISCHIEF & RELATED OF
2019,11,PATROL BORO MAN NORTH,NEW YORK,ASSAULT 3 & RELATED OFFENSES,ANTI-WHITE,Race/Color,ASSAULT 3 & RELATED OFFENSES
2019,1,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,1,PATROL BORO MAN NORTH,NEW YORK,OFF. AGNST PUB ORD SENSBLTY &,ANTI-JEWISH,Religion/Religious Practice,OFF. AGNST PUB ORD SENSBLTY &
2019,4,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,7,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,4,PATROL BORO MAN NORTH,NEW YORK,CRIMINAL MISCHIEF & RELATED OF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,CRIMINAL MISCHIEF & RELATED OF
2019,10,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,10,PATROL BORO MAN NORTH,NEW YORK,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,10,PATROL BORO MAN NORTH,NEW YORK,FELONY ASSAULT,ANTI-WHITE,Race/Color,FELONY ASSAULT
2019,9,PATROL BORO BRONX,BRONX,CRIMINAL MISCHIEF & RELATED OF,ANTI-BLACK,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2019,10,PATROL BORO BRONX,BRONX,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,10,PATROL BORO BRONX,BRONX,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,10,PATROL BORO BRONX,BRONX,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,6,PATROL BORO BRONX,BRONX,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,11,PATROL BORO BRONX,BRONX,OFF. AGNST PUB ORD SENSBLTY &,ANTI-TRANSGENDER,Gender,OFF. AGNST PUB ORD SENSBLTY &
2019,1,PATROL BORO BRONX,BRONX,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,11,PATROL BORO BRONX,BRONX,ASSAULT 3 & RELATED OFFENSES,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,ASSAULT 3 & RELATED OFFENSES
2019,11,PATROL BORO BRONX,BRONX,OFF. AGNST PUB ORD SENSBLTY &,ANTI-BLACK,Race/Color,OFF. AGNST PUB ORD SENSBLTY &
2019,6,PATROL BORO BRONX,BRONX,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,10,PATROL BORO BRONX,BRONX,MISCELLANEOUS PENAL LAW,ANTI-BLACK,Race/Color,MISCELLANEOUS PENAL LAW
2019,11,PATROL BORO BRONX,BRONX,FELONY ASSAULT,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,FELONY ASSAULT
2019,3,PATROL BORO BRONX,BRONX,CRIMINAL MISCHIEF & RELATED OF,ANTI-WHITE,Race/Color,CRIMINAL MISCHIEF & RELATED OF
2019,9,PATROL BORO BRONX,BRONX,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
2019,10,PATROL BORO BRONX,BRONX,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,10,PATROL BORO BRONX,BRONX,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,10,PATROL BORO BRONX,BRONX,CRIMINAL MISCHIEF & RELATED OF,ANTI-JEWISH,Religion/Religious Practice,CRIMINAL MISCHIEF & RELATED OF
2019,10,PATROL BORO BRONX,BRONX,MISCELLANEOUS PENAL LAW,ANTI-JEWISH,Religion/Religious Practice,MISCELLANEOUS PENAL LAW
